"lat","lon","notes","Date","Name","Municipality"
10.6341911294,124.7763871774,"HECR#1104 w/4 APCL","6/14/15","Sitio Baybayon","BayBay"
10.634260783,124.7766591702,"HECR#2165 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6342455279,124.7767053545,"HECR#2167 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6342596933,124.7767374571,"HECR#2166 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6342602801,124.776786156,"HECR#539 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.634230189,124.7767807916,"HECR#853 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6342427619,124.7768072784,"???? w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6342729367,124.776777355,"HECR#540 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.634313086,124.7767895926,"HECR#2168 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6343383994,124.7767554782,"HECR#2169 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.63434368,124.7767640278,"HECR#542 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6344280019,124.7767621838,"HECR#2170 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.634447448,124.7767621838,"HEMA#2171 w/1 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6339431927,124.7765600961,"STME#766 w/4 ACPL","6/14/15","Sitio Baybayon","BayBay"
10.6339431927,124.7765600961,"HECR","6/14/15","Sitio Baybayon","BayBay"
10.6339521613,124.776584655,"HECR#1151 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.633943947,124.7765964735,"HECR#1019 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6340225693,124.7766242176,"HECR#533 w/1 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6340622157,124.7765613534,"HECR#534 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6344345398,124.7764747683,"HECR#550 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6344366353,124.7764393128,"HECR#1025 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6344341207,124.7764244769,"HECR#764 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6344421674,124.7763832379,"HECR#552 w/1 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6344207097,124.776346609,"ENQD w/2 APFR","6/14/15","Sitio Baybayon","BayBay"
10.6344897766,124.7763417475,"ENQD w/3 APFR","6/14/15","Sitio Baybayon","BayBay"
10.6345065404,124.7763397358,"HECR#1009 w/4 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6345330272,124.776341496,"STME#1192 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6345711648,124.7763788793,"HECR#1153 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6346133258,124.7763649654,"HECR#554 w/1 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6346343644,124.7763655521,"MADO#559 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.634572925,124.7763171047,"HECR#558 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6347242184,124.7762614489,"HECR#562 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.634812396,124.7762753628,"HECR#775 w/5 APCL","6/14/15","Sitio Baybayon","BayBay"
10.634812396,124.7762753628,"ENQD w/2 APFR","6/14/15","Sitio Baybayon","BayBay"
10.634823544,124.7762464453,"MADO#2172 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6347662117,124.7761736065,"HECR#563 w/2 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6349019986,124.7761896998,"ENQD w/3 APFR","6/14/15","Sitio Baybayon","BayBay"
10.6349958759,124.7760948166,"HECR#1010 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6350935251,124.7760783881,"HECR#574 w/3 APCL","6/14/15","Sitio Baybayon","BayBay"
10.6352003105,124.776027007,"HECR#577 w/1 APCL","6/14/15","Sitio Baybayon","BayBay"
